SentenceID,HedgeWord,Sentence,Final,Agreement
3156,some,I also feel some resentment towards friends of the same age who seem to be a little further along in their 'life plan' than I am.,0,0.6
5613,most,Women who kill are - at least here - most likely to do so after years of violence - and a number of attempts to escape said violence - not infrequently when they find the fella has abused the kids.,1,0.8
5495,may,HTHxYour Mum may have lost confidence due to the fall and the subsequent hospital admission and pinning of hip.,1,1
2857,about,I used to skate to the store or for exercise nearly every day before I moved to Madison--from a place where I could roll out the door with my skates on knowing I'd find a safe and efficient route to just about anywhere.,1,0.8
939,most,Thankfully the silent majority are overwhelmingly in favour of this plan and the opposition are a minute fringe pressure group way out of touch with most of the population.,0,0.6
3546,should,They should be in Washington because that's where all the real problems are.,0,1
7395,imagine,As you can imagine,1,0.6
2255,think,I think of you,0,0.8
5792,may,If I may say...sounds like you mom has a control issue,0,0.8
6897,much,There's only so much fast food/restaurant oil to be had,1,1
6330,could,I personally don't care about any future inheritance I could be entitled to (his house etc),1,1
6953,much,So much for the hugh-minded agrarian reformers that this misguided and pampered generation of self-indulgent Americans imagined were leading the opposition in Vietnam.,1,1
4870,should,But what they actually overturned the District on was sending the question of law as to whether the speech should have First Amendment protection to the jury rather than deciding it from the bench - which is what they did by focusing on type of speech rather than nature of speaker and audience and concluded it was protected.,0,0.8
2510,kind of,Throughout the time we were kind of together he slept with his ex a fair few times,1,0.8
6787,apparently,An American official said it was apparently shot down,1,1
3930,may,when you force women to have children they may not want,1,1
2290,some,Most of the time I am of the opinion that people should bare some financial burden for their medical expenses,1,0.8
5254,a few,After a few more words he walked out.,1,0.8
5910,about,I am wrong about the unemployment rate,0,1
5358,much,Helps that I'm sort of in the trade but I don't like the idea of depreciation all that much and this is one good way to almost completely avoid it.,1,0.8
902,much,She is adament it wasnt that much and I am going to try and ask my bank for a backdated statement so I can see exactly what I have paid out.,1,0.6
4769,know,"You ask me how I know what's in your minds,.",0,1
6412,fair,Africans would be better served by the EU removing it's protectionist food tariffs and agricultural subsidies and the rest of the world paying them a fair price for their abundant natural resources rather than cutting deals with the dictators who have kept parts of the continent in chaos since the end of (direct) European occupation after world war IIIt isn't just some crazy ironic twist of fate that the majority of the worlds precious metals and stones come from Africa and yet it has so many of the poorest and most violent countries,0,0.6
1088,should,You should think about picking up a smaller one.,0,1
4317,some,I have some savings products maturing in the next couple of years,1,1
4289,some,They are happy that they were able to receive some funds.,1,0.6
2642,seem,i chose to see a midwife instead of going through GP's as that seem s the best option as everything is at the hospital.,1,1
6698,really,I don't know why I'm even upset really,1,0.6
770,sure,I sure as hell know ZIMMERMAN has no civil rights complaint.,1,0.6
952,my thinking,All you've done is copied what I've said because my thinking was sharper,0,1
5528,remember,I can remember having a dream when I was three,0,1
3127,basically,My husband has been going through courts trying to see his daughter for the past 8 years and basically most judges will want the children to have stability,1,1
5796,about,re curtains-'Passers by might not like the way it looks'.I dont give a f*** about what other people like the look of,0,1
5980,about,We know about civil rights.,0,1
426,seem,The republicans offered several and the last one that the democrats rejected out of hand actually included closing the tax loop holds you mistakenly seem to think the democrats want.,1,1
5126,really,I wanted to speak to the head on the teachers recommendation but he was really busy.,0,1
1265,sort of,A few thoughts in perusing the fallout here:1) Fox-- I feel sort of responsible for you feeling as though you had to defend my statements-- of course,1,0.8
171,may,And it may be that we are in a period of less rapid warming.,1,1
2909,could,What I'm talking about is a miltary weapon they could develop,1,0.6
5249,really,Since being made redundant I have worked really hard at both getting the house together and finding another job.,0,1
2930,about,He fired six or seven shots from about 20 feet away,1,1
4803,know,As we stand there is no will that we know of anywhere.,0,0.8
3177,think,But I do worry that it is going to take years to dig myself out of this little hole and be able to be in a place where we can comfortably afford a child and think about buying a house!,1,0.6
1722,understand,These are real life issues that women understand better than men.,0,0.8
7319,think,I actually think Lougher acted the way he did out of some sort of form of psychosis.,1,0.8
4910,much,The story of the fire in the shirt factory in North Carolina sounds very much like a well-known incident that occurred in New York (or was it Boston) in the late 19th century.,0,0.6
2342,really,You really need to learn to differentiate between 'news' and 'comment'.,1,0.6
36,think,I think alot of the western world is very ignorant to how bad things are.,1,1
1025,believe,Many local Muslims believe the mosque massacre was revenge for the killing of a young Buddhist rubber plantation worker in a nearby district earlier that day....Scores will be settled,1,0.8
4407,know,The truth will come out eventually because once more than one person knows the truth,0,0.8
5694,think,I think it may be called THE FAMILY.,1,1
5115,a few,If you support the EDL or BNP you're missing a few braincells.,1,1
1416,generally,This study from the Economic Policy Institute found that public schools in Milwaukee generally saw no improvement from the competition introduced by vouchers.,1,1
